,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,NM_M,RELPOS,Facies,Well Name,PE
740,9,2913,62,0.344,0.3,17.325,1,0.417,1,6,2.6
741,9,2913.5,61.56,0.354,0.6,17.815,1,0.396,1,6,2.8
742,9,2914,58.39,0.362,1.3,18.575,1,0.375,1,6,2.7
743,9,2914.5,62.03,0.362,-0.8,18.52,1,0.354,1,6,2.6
744,9,2915,58.92,0.348,-1.6,17.575,1,0.333,1,6,2.6
745,9,2915.5,62.43,0.324,-0.2,16.275,1,0.313,1,6,2.6
746,9,2916,63.32,0.292,4,16.375,1,0.292,1,6,2.7
747,9,2916.5,64.42,0.262,5.9,17.115,1,0.271,1,6,2.8
748,9,2917,63.11,0.243,5.9,18.435,1,0.25,2,6,2.8
749,9,2917.5,63.11,0.243,5.9,18.435,1,0.25,2,6,2.8
750,9,2918,68.73,0.236,4.7,18.565,1,0.229,2,6,2.8
751,9,2918.5,68.82,0.243,3.7,18.135,1,0.208,2,6,3
752,9,2919,63.27,0.258,3.9,16.665,1,0.188,2,6,3.1
753,9,2919.5,63.95,0.279,5,15.155,1,0.167,2,6,3.3
754,9,2920,73.72,0.301,7,13.77,1,0.146,2,6,3.2
755,9,2920.5,70.47,0.324,8.1,14.83,1,0.125,2,6,2.4
756,9,2921,78.62,0.354,0.5,24.675,1,0.104,3,6,2.1
757,9,2921.5,81.91,0.398,-9.6,35.2,1,0.083,3,6,1.9
758,9,2922,77.68,0.459,-6.8,44.645,1,0.063,3,6,1.9
759,9,2922.5,74.51,0.538,-7.4,51.805,1,0.042,3,6,2
760,9,2923,66.9,0.605,-13,46.795,1,0.021,3,6,2
761,8,2924,26.06,0.725,-1.01,16.17,1,0.857,6,6,4.4
762,8,2924.5,20.73,0.796,3.7,4.785,2,0.714,6,6,4.1
763,8,2925,18.4,0.876,7.6,4.555,2,0.571,6,6,3.7
764,8,2925.5,20.07,0.941,9.7,6.745,2,0.429,6,6,3.3
765,8,2926,20.85,0.903,7.7,9.415,2,0.286,6,6,3.4
766,8,2926.5,24.51,0.809,4.3,11.98,2,0.143,6,6,2.5
767,11,2927,37.82,0.722,-0.1,19.085,1,1,3,6,2.2
768,11,2930,79.36,0.47,-6,35.77,1,0.45,3,6,2.4
769,11,2930.5,78.41,0.468,-6.4,33.73,1,0.4,3,6,2.6
770,11,2931,70,0.453,-8.4,31.445,1,0.35,3,6,2.6
771,11,2931.5,67.67,0.43,-9.9,31.45,1,0.3,3,6,2.7
772,11,2932,67.38,0.391,-7.6,30.565,1,0.25,3,6,2.6
773,11,2932.5,70.08,0.34,-2.9,33.215,1,0.2,3,6,2.5
774,11,2933,72.4,0.29,-0.2,39.915,1,0.15,3,6,2.3
775,11,2933.5,70.73,0.241,-4,41.445,1,0.1,3,6,2.3
776,11,2934,65.14,0.193,-1.9,37.005,1,0.05,3,6,2.6
777,10,2934.5,52.05,0.152,5.9,29.525,2,1,7,6,2.9
778,10,2935,30.56,0.121,12.2,27.265,2,0.958,7,6,3
779,10,2935.5,25.47,0.097,10.8,27.915,2,0.917,7,6,3
780,10,2936,25.34,0.093,6.4,27.115,2,0.875,7,6,3
781,10,2936.5,31.3,0.111,3.8,26.515,2,0.833,7,6,3
782,10,2937,45.23,0.146,3.6,24.38,2,0.792,7,6,3
783,10,2937.5,53.09,0.196,4.7,22.525,2,0.75,7,6,3
784,10,2938,53.66,0.255,2.1,19.515,2,0.708,7,6,3.1
785,10,2938.5,48.3,0.318,-1.1,16.71,2,0.667,7,6,3.4
786,10,2939,47.58,0.386,-1.3,14.275,2,0.625,8,6,4
787,10,2939.5,44.54,0.456,0.5,12.48,2,0.583,8,6,4.2
788,10,2940,45.57,0.531,1.6,11.42,2,0.542,8,6,4.3
789,10,2940.5,49.17,0.607,1,10.82,2,0.5,8,6,4.3
790,10,2941,58.97,0.68,0.6,10.535,2,0.458,8,6,4.4
791,10,2941.5,78.86,0.744,0.7,10.32,2,0.417,8,6,4.6
792,10,2942,100.24,0.797,1.4,10.38,2,0.375,8,6,4.7
793,10,2942.5,97.94,0.842,0.8,10.56,2,0.333,8,6,4.8
794,10,2943,94.67,0.881,-0.5,10.57,2,0.292,8,6,4.7
795,10,2943.5,78.63,0.914,-1,10.18,2,0.25,8,6,4.7
796,10,2944,97.99,0.932,-1.9,9.31,2,0.208,8,6,4.7
797,10,2944.5,130.86,0.921,-2.5,8.1,2,0.167,8,6,4.9
798,10,2945,167.9,0.883,-0.8,6.22,2,0.125,8,6,4.5
799,10,2945.5,191.7,0.822,4.2,5.195,2,0.083,8,6,3.8
800,13,2946,149.65,0.711,-5.9,24.32,1,1,3,6,2.3
801,13,2948,75.83,0.571,-9.4,34.61,1,0.93,3,6,2.8
802,13,2948.5,66.28,0.56,2.5,28.99,1,0.912,3,6,2.7
803,13,2949,69.44,0.567,-0.2,27.455,1,0.895,3,6,2.6
804,13,2949.5,69.67,0.584,-1.6,24.68,1,0.877,3,6,2.6
805,13,2950,72.32,0.609,-2.1,21.265,1,0.86,3,6,2.9
806,13,2950.5,72.26,0.634,5.3,16.795,1,0.842,3,6,3.2
807,13,2951,66.6,0.652,8.9,13.99,1,0.825,3,6,3.3
808,13,2951.5,66.67,0.659,10.7,14.42,1,0.807,3,6,3.2
809,13,2952,67.49,0.661,9.3,15.755,1,0.789,3,6,3.2
810,13,2952.5,69.17,0.657,6.3,17.91,1,0.772,3,6,3
811,13,2953,67.63,0.649,6.3,17.22,1,0.754,3,6,3.2
812,13,2953.5,74.65,0.639,7.1,16.125,1,0.737,3,6,3.1
813,13,2954,69.34,0.626,6.4,16.405,1,0.719,3,6,3.1
814,13,2954.5,67.71,0.616,3.6,17.57,1,0.702,3,6,2.9
815,13,2955,69.85,0.61,2.9,18.53,1,0.684,3,6,3
816,13,2955.5,72.99,0.606,6.6,17.785,1,0.667,3,6,3
817,13,2956,72.73,0.605,3.5,21.265,1,0.649,3,6,2.8
818,13,2956.5,71.24,0.606,-3,23.97,1,0.632,3,6,2.8
819,13,2957,65.18,0.607,-1.1,24.32,1,0.614,3,6,3.3
820,13,2957.5,76.51,0.61,3.1,23.925,1,0.596,3,6,3.3
821,13,2958,72.51,0.615,0.3,27.215,1,0.579,3,6,3.1
822,13,2958.5,73.66,0.622,-8,30.125,1,0.561,3,6,2.7
823,13,2959,72.96,0.627,-12.3,29.985,1,0.544,3,6,2.5
824,13,2959.5,66.05,0.628,-9.4,26.215,1,0.526,3,6,2.8
825,13,2960,75.61,0.624,-1.1,21.255,1,0.509,3,6,3.1
826,13,2960.5,68.69,0.621,6.8,16.645,1,0.491,3,6,3.3
827,13,2961,67.49,0.621,5.2,17.925,1,0.474,3,6,3
828,13,2961.5,71.32,0.62,2,18.325,1,0.456,3,6,2.9
829,13,2962,69.16,0.616,3.5,16.405,1,0.439,3,6,3.1
830,13,2962.5,72.18,0.611,5.7,15.525,1,0.421,3,6,3.3
831,13,2963,67.16,0.606,4.4,16.48,1,0.404,3,6,3.2
832,13,2963.5,72.36,0.606,1.5,18.61,1,0.386,3,6,3.2
833,13,2964,76.08,0.614,0.8,19.615,1,0.368,3,6,3.1
834,13,2964.5,75.85,0.626,1.8,21.045,1,0.351,3,6,2.9
835,13,2965,72.11,0.633,-3.6,22.505,1,0.333,3,6,2.7
836,13,2965.5,73.8,0.635,-9,22.545,1,0.316,3,6,2.9
837,13,2966,71.57,0.636,-5.1,17.625,1,0.298,3,6,3.3
838,13,2966.5,71.38,0.629,1,14.06,1,0.281,3,6,3.6
839,13,2967,72.44,0.622,6.2,14.855,1,0.263,3,6,3.1
840,13,2967.5,74.87,0.622,5.8,19.845,1,0.246,3,6,2.8
841,13,2968,76.01,0.621,-2.7,23.955,1,0.228,3,6,2.4
842,13,2968.5,76.11,0.618,-9,25.4,1,0.211,3,6,3
843,13,2969,76.47,0.624,-3.5,24.095,1,0.193,3,6,3.3
844,13,2969.5,70.18,0.628,-5.4,24.15,1,0.175,3,6,3.2
845,13,2970,71.13,0.623,-10.2,24.425,1,0.158,3,6,2.9
846,13,2970.5,74.62,0.612,-13.2,21.35,1,0.14,3,6,2.9
847,13,2971,75.04,0.597,-3.6,17.66,1,0.123,3,6,2.9
848,13,2971.5,71.03,0.576,7.1,16.71,1,0.105,3,6,2.5
849,13,2972,79.47,0.575,-9.8,35.285,1,0.088,3,6,2.1
850,13,2972.5,76.72,0.603,-9.9,51.3,1,0.07,3,6,1.8
851,13,2973,75.01,0.654,-18.3,26.70833333,1,0.053,3,6,1.8
852,12,2974.5,19.52,0.7,1,9.78,2,0.985,6,6,4.6
853,12,2975,28.87,0.721,8.8,9.73,2,0.97,8,6,4
854,12,2975.5,29.43,0.781,9.1,11.93,2,0.955,8,6,3.6
855,12,2976,29.4,0.825,7.9,12.695,2,0.94,8,6,3.5
856,12,2976.5,31.05,0.837,6.4,11.9,2,0.925,8,6,3.6
857,12,2977,35.29,0.818,6.4,10.875,2,0.91,8,6,3.7
858,12,2977.5,32.75,0.778,3.5,9.39,2,0.896,5,6,3.8
859,12,2978,35.61,0.738,3,8.16,2,0.881,5,6,3.9
860,12,2978.5,36.27,0.705,5,7.4,2,0.866,5,6,3.6
861,12,2979,36.51,0.67,7.7,8.56,2,0.851,5,6,3.2
862,12,2979.5,35.86,0.633,8.6,10.67,2,0.836,5,6,2.9
863,12,2980,33.77,0.599,8.1,12.535,2,0.821,7,6,2.9
864,12,2980.5,28.53,0.567,7.7,13.935,2,0.806,7,6,2.9
865,12,2981,29.12,0.539,6,14.68,2,0.791,7,6,2.9
866,12,2981.5,29.54,0.519,4.2,14.81,2,0.776,7,6,2.8
867,12,2982,29.95,0.516,2.4,13.68,2,0.761,7,6,2.8
868,12,2982.5,29.36,0.529,1.7,12.36,2,0.746,7,6,3
869,12,2983,34.62,0.558,1.9,10.51,2,0.731,7,6,3.3
870,12,2983.5,32.74,0.605,2,9.08,2,0.716,7,6,3.3
871,12,2984,38.04,0.666,1.7,8.405,2,0.701,6,6,3.2
872,12,2984.5,39.18,0.728,1.5,8.235,2,0.687,6,6,3.2
873,12,2985,39.55,0.792,1.9,8.035,2,0.672,6,6,3.3
874,12,2985.5,37.83,0.846,2.3,7.68,2,0.657,6,6,3.4
875,12,2986,35.09,0.884,2.8,7.775,2,0.642,6,6,3.4
876,12,2986.5,38.17,0.905,3.8,7.92,2,0.627,6,6,3.6
877,12,2987,37.4,0.913,3.9,8.16,2,0.612,6,6,3.3
878,12,2987.5,36.2,0.913,2.6,8.54,2,0.597,6,6,3.4
879,12,2988,38.73,0.91,2.4,8.6,2,0.582,6,6,3.4
880,12,2988.5,36.86,0.908,1.9,8.9,2,0.567,6,6,3.5
881,12,2989,38.24,0.905,2,8.845,2,0.552,6,6,3.4
882,12,2989.5,36.1,0.901,1.6,8.5,2,0.537,6,6,3.4
883,12,2990,38.5,0.897,2.6,8.25,2,0.522,6,6,3.3
884,12,2990.5,35.87,0.89,3,8.42,2,0.507,6,6,3.4
885,12,2991,37.2,0.884,3.6,8.495,2,0.493,6,6,3.3
886,12,2991.5,39.89,0.88,3.1,8.695,2,0.478,6,6,3.6
887,12,2992,40.73,0.876,2.9,8.505,2,0.463,6,6,3.7
888,12,2992.5,41.81,0.873,2,8.845,2,0.448,6,6,3.7
889,12,2993,44.47,0.872,1.9,8.74,2,0.433,6,6,3.5
890,12,2993.5,43.87,0.87,1.9,8.715,2,0.418,6,6,3.4
891,12,2994,47.4,0.872,2.4,8.375,2,0.403,6,6,3.5
892,12,2994.5,48.75,0.875,2.6,8.47,2,0.388,6,6,3.6
893,12,2995,53.77,0.877,3.1,8.2,2,0.373,6,6,3.6
894,12,2995.5,65.61,0.88,3.2,8.555,2,0.358,6,6,3.7
895,12,2996,79.98,0.884,3,8.435,2,0.343,5,6,3.8
896,12,2996.5,115.6,0.885,3.6,8.76,2,0.328,5,6,3.9
897,12,2997,101.27,0.887,3.9,8.645,2,0.313,5,6,4.1
898,12,2997.5,101.27,0.889,4.9,8.42,2,0.299,5,6,4.1
899,12,2998,101.27,0.893,5.1,8.515,2,0.284,5,6,4.3
900,12,2998.5,101.27,0.899,5.7,8.31,2,0.269,5,6,4.2
901,12,2999,168.12,0.907,5.6,8.545,2,0.254,5,6,4.2
902,12,2999.5,124.8,0.919,5.2,8.855,2,0.239,5,6,3.9
903,12,3000,102.74,0.932,4.6,8.915,2,0.224,5,6,4
904,12,3000.5,102.74,0.932,4.6,8.915,2,0.224,5,6,4
905,12,3001,81.37,0.941,4.3,8.86,2,0.209,5,6,4.1
906,12,3001.5,70.46,0.943,4.2,8.675,2,0.194,5,6,4.2
907,12,3002,67.29,0.943,4.9,9.365,2,0.179,5,6,4.1
908,12,3002.5,67.61,0.939,5.6,9.555,2,0.164,5,6,4.1
909,12,3003,68.63,0.941,5.8,9.585,2,0.149,4,6,4.1
910,12,3003.5,68.45,0.957,6.9,9.95,2,0.134,4,6,4.3
911,12,3004,73.25,0.996,8.4,10.39,2,0.119,4,6,4.4
912,12,3004.5,73.21,1.039,7.7,9.95,2,0.104,4,6,4.5
913,12,3005,76.24,1.084,4,7.9,2,0.09,8,6,4.6
914,12,3005.5,52.57,1.118,-0.4,5.215,2,0.075,8,6,4.8
915,12,3006,32.84,1.12,-2.2,3.455,2,0.06,8,6,5.1
916,12,3006.5,25.16,1.112,-1.6,2.89,2,0.045,8,6,4.8
917,12,3007,25.16,1.112,-1.6,2.89,2,0.03,8,6,4.8
918,12,3007.5,26.22,1.092,-0.4,3.4,2,0.03,4,6,4.5
919,12,3008,65.36,1.026,1.6,4.715,2,0.015,4,6,4.5
920,1,2610.5,74.9,0.782,9.3,11.75,1,1,3,2,4.084
921,1,2611,83.8,0.745,12,13.1,1,0.981,3,2,3.501
922,1,2611.5,86.97,0.726,12.9,12.55,1,0.962,3,2,3.4
923,1,2612,84.43,0.708,13.2,12,1,0.943,3,2,3.4
924,1,2612.5,78.51,0.708,11.8,11.4,1,0.925,3,2,3.4
925,1,2613,73.88,0.708,11.3,11.55,1,0.906,3,2,3.5
926,1,2613.5,71.61,0.717,11.5,11.25,1,0.887,2,2,3.6
927,1,2614,69.86,0.726,11.7,11.05,1,0.868,2,2,3.7
928,1,2614.5,69.25,0.736,11.1,10.65,1,0.849,2,2,3.7
929,1,2615,68.29,0.726,8.6,9.7,1,0.83,2,2,3.7
930,1,2615.5,68.5,0.717,7.8,9.8,1,0.811,2,2,3.7
931,1,2616,73.65,0.675,6.3,10.65,1,0.792,2,2,3.5
932,1,2616.5,92.68,0.567,9.2,13.2,1,0.774,2,2,3.3
933,1,2617,107.22,0.483,11.3,15.75,1,0.755,2,2,3.3
934,1,2617.5,132.81,0.436,16.7,19.65,1,0.736,2,2,3.4
935,1,2618,151.94,0.399,9.03,29.9,1,0.717,2,2,3.6
936,1,2618.5,154.37,0.39,3.1,31.45,1,0.698,2,2,3.4
937,1,2619,153.77,0.39,8.4,34.1,1,0.679,2,2,3
938,1,2619.5,132.29,0.39,8.2,34.1,1,0.66,2,2,2.8
939,1,2620,102.28,0.418,8.85,30,1,0.642,3,2,2.6
940,1,2620.5,77.82,0.436,17.9,20.15,1,0.623,3,2,2.4
941,1,2621,67.52,0.446,10.1,12.25,1,0.604,3,2,2.5
942,1,2621.5,61.32,0.455,7,8.1,1,0.585,3,2,2.8
943,1,2622,58.69,0.455,7.1,7.95,1,0.566,2,2,3
944,1,2622.5,54.36,0.465,6.3,8.55,1,0.547,2,2,3.3
945,1,2623,52.75,0.455,4.8,10.4,1,0.528,2,2,3.5
946,1,2623.5,51.96,0.465,4.7,11.15,1,0.509,2,2,3.4
947,1,2624,54.01,0.483,4.5,11.65,1,0.491,2,2,3.4
948,1,2624.5,54.16,0.493,4.6,12.2,1,0.472,2,2,3.4
949,1,2625,54.27,0.493,5.1,12.95,1,0.453,2,2,3.4
950,1,2625.5,55.84,0.483,4.7,13.35,1,0.434,2,2,3.6
951,1,2626,57.43,0.446,4.8,13.5,1,0.415,2,2,3.6
952,1,2626.5,58.22,0.362,4.9,13.75,1,0.396,2,2,3.5
953,1,2627,58.88,0.315,4,14.6,1,0.377,2,2,3.3
954,1,2627.5,60.6,0.306,4.5,15.25,1,0.358,2,2,3.2
955,1,2628,62.57,0.296,4.7,15.35,1,0.34,2,2,3.1
956,1,2628.5,66.19,0.32,5.3,15.35,1,0.321,2,2,3.1
957,1,2629,78.95,0.347,7.3,14.85,1,0.302,2,2,3.1
958,1,2629.5,84.77,0.373,8.6,14.3,1,0.283,2,2,3.1
959,1,2630,80.83,0.398,8.6,13.4,1,0.264,2,2,3.1
960,1,2630.5,66.48,0.421,6.5,12.35,1,0.245,2,2,3.1
961,1,2631,63.09,0.441,3.9,11.15,1,0.226,2,2,3.1
962,1,2631.5,62.7,0.465,3.9,10.95,1,0.208,2,2,3.1
963,1,2632,63.45,0.465,4.3,11.05,1,0.189,2,2,3.1
964,1,2632.5,66.94,0.446,5.6,11.8,1,0.17,2,2,3.1
965,1,2633,77.94,0.436,6.7,13.05,1,0.151,2,2,3.2
966,1,2633.5,81.4,0.418,8.1,14.15,1,0.132,2,2,3.2
967,1,2634,80.74,0.399,9.9,15.75,1,0.113,3,2,3.2
968,1,2634.5,76.45,0.39,10.6,16.5,1,0.094,2,2,3.2
969,1,2635,74.99,0.38,11,17,1,0.075,2,2,3.1
970,1,2635.5,75.21,0.38,14.2,19.5,1,0.057,2,2,3.1
971,1,2636,75.05,0.385,12.6,23.3,1,0.038,2,2,3.1
972,1,2636.5,62.14,0.413,9.5,24.65,1,0.019,2,2,3.1
973,0,2637,46.66,0.458,2.8,21.4,2,1,8,2,3.2
974,0,2637.5,29.68,0.499,4.6,16.7,2,0.985,8,2,3.4
975,0,2638,18.97,0.558,-0.3,11.35,2,0.97,8,2,3.9
976,0,2638.5,17.66,0.651,0.4,7.3,2,0.955,8,2,4.4
977,0,2639,18.02,0.736,0.5,5.15,2,0.94,8,2,4.8
978,0,2639.5,20.47,0.81,3.1,4.15,2,0.925,8,2,4.9
979,0,2640,26.7,0.848,4,4.4,2,0.91,8,2,4.8
980,0,2640.5,33.18,0.866,6.8,6,2,0.896,8,2,4.6
981,0,2641,42.67,0.866,8,7.4,2,0.881,8,2,4.4
982,0,2641.5,51.37,0.782,10.1,8.85,2,0.866,8,2,3.8
983,0,2642,54.26,0.745,12.6,10.4,2,0.851,6,2,3.6
984,0,2642.5,56.67,0.736,12.8,10.7,2,0.836,6,2,3.6
985,0,2643,57.35,0.736,12.3,10.95,2,0.821,6,2,3.7
986,0,2643.5,62.93,0.736,11.1,11.55,2,0.806,6,2,3.8
987,0,2644,66.49,0.745,10,11,2,0.791,6,2,3.9
988,0,2644.5,64.2,0.754,7.2,9.3,2,0.776,6,2,4
989,0,2645,58.09,0.801,2.5,6.55,2,0.761,6,2,4.1
990,0,2645.5,55,0.904,2.5,4.95,2,0.746,6,2,4.1
991,0,2646,55.97,0.923,2.5,4.85,2,0.731,6,2,4.1
992,0,2646.5,58.81,0.913,3.1,6.05,2,0.716,6,2,4.1
993,0,2647,67.1,0.885,5.4,8.3,2,0.701,6,2,4
994,0,2647.5,77.82,0.866,8.2,10.7,2,0.687,6,2,4
995,0,2648,115.71,0.829,8.2,11.5,2,0.672,4,2,3.9
996,0,2648.5,145.34,0.81,8.1,11.55,2,0.657,4,2,3.7
997,0,2649,195.89,0.801,8,11.5,2,0.642,4,2,3.7
998,0,2649.5,191.22,0.81,8.3,11.25,2,0.627,4,2,3.6
999,0,2650,177.59,0.82,7,9.7,2,0.612,4,2,3.6
1000,0,2650.5,151.13,0.866,5.6,7.7,2,0.597,4,2,3.6
1001,0,2651,116.51,0.932,3,5.2,2,0.582,8,2,3.8
1002,0,2651.5,58.47,0.96,2,3.4,2,0.567,8,2,4.4
1003,0,2652,56.71,0.951,2.1,3.25,2,0.552,8,2,5
1004,0,2652.5,64.91,0.923,5.4,5.5,2,0.537,8,2,5
1005,0,2653,74.3,0.885,10.1,8.65,2,0.522,8,2,4.8
1006,0,2653.5,85.32,0.829,9.8,11.4,2,0.507,4,2,4.6
1007,0,2654,97.02,0.754,11.9,13.75,2,0.493,4,2,4.3
1008,0,2654.5,94.31,0.717,10.7,14.45,2,0.478,4,2,4.1
1009,0,2655,88.35,0.689,10.2,14.7,2,0.463,4,2,3.9
1010,0,2655.5,87.22,0.66,9.9,14.85,2,0.448,4,2,3.8
1011,0,2656,85.82,0.628,9.6,14.8,2,0.433,4,2,3.8
1012,0,2656.5,85.68,0.614,9.6,14.8,2,0.418,4,2,3.7
1013,0,2657,86.5,0.623,9.4,14.9,2,0.403,4,2,3.7
1014,0,2657.5,88.5,0.623,9.1,15.05,2,0.388,4,2,3.6
1015,0,2658,88.84,0.623,8.7,14.95,2,0.373,4,2,3.6
1016,0,2658.5,83.21,0.633,8.6,14.8,2,0.358,4,2,3.4
1017,0,2659,71.5,0.633,8.7,14.65,2,0.343,4,2,3.3
1018,0,2659.5,67.33,0.661,9.2,14.3,2,0.328,4,2,3.4
1019,0,2660,61.32,0.689,9.5,13.95,2,0.313,4,2,3.5
1020,0,2660.5,55.48,0.764,8.5,13.05,2,0.299,4,2,3.6
1021,0,2661,51.6,0.857,3.8,10.1,2,0.284,6,2,3.7
1022,0,2661.5,47.71,0.838,3.2,9,2,0.269,6,2,3.8
1023,0,2662,48.07,0.801,3.2,8.9,2,0.254,6,2,3.8
1024,0,2662.5,49.41,0.754,3.4,9.3,2,0.239,4,2,3.8
1025,0,2663,66.1,0.689,3.7,10.35,2,0.224,4,2,3.8
1026,0,2663.5,76.15,0.633,4.7,11.75,2,0.209,4,2,3.6
1027,0,2664,92.92,0.595,7.6,14.1,2,0.194,4,2,3.3
1028,0,2664.5,100.69,0.577,7.8,16.3,2,0.179,4,2,3.2
1029,0,2665,101.16,0.605,7.4,18.6,2,0.164,4,2,2.5
1030,0,2665.5,97.59,0.654,4.5,20.95,2,0.149,4,2,2.8
1031,0,2666,87.35,0.711,4.7,20.85,2,0.134,4,2,3.1
1032,0,2666.5,72.1,0.761,6.8,13.5,2,0.119,6,2,3.3
1033,0,2667,64.79,0.806,7.5,9.75,2,0.104,6,2,3.8
1034,0,2667.5,62.31,0.848,6.4,8.3,2,0.09,6,2,3.9
1035,0,2668,56.83,0.894,5,7.2,2,0.075,6,2,3.8
1036,0,2668.5,52.34,0.904,1.7,5.45,2,0.06,8,2,3.8
1037,0,2669,48.52,0.904,-4.3,8.35,2,0.045,8,2,4
1038,0,2669.5,54.95,0.885,-0.55,12.45,2,0.03,8,2,4
1039,0,2670,61.02,0.838,-0.55,17.3,2,0.015,8,2,3.8
1040,3,2670.5,66.93,0.745,-13.4,21.8,1,1,3,2,3.6
1041,3,2671,70.41,0.708,-6.3,21.75,1,0.974,3,2,3.2
1042,3,2671.5,73.06,0.661,-1,20,1,0.949,3,2,3.1
1043,3,2672,75.05,0.623,0.3,20.35,1,0.923,3,2,3
1044,3,2672.5,76.58,0.614,1.1,21.15,1,0.897,3,2,2.9
1045,3,2673,79.26,0.614,1,24.1,1,0.872,3,2,2.8
1046,3,2673.5,80.34,0.614,6.3,23.55,1,0.846,3,2,2.7
1047,3,2674,80.13,0.614,6.8,23.7,1,0.821,3,2,2.6
1048,3,2674.5,76.51,0.623,6.6,23.6,1,0.795,3,2,2.6
1049,3,2675,74.52,0.642,3.3,24.25,1,0.769,3,2,2.6
1050,3,2675.5,73.2,0.67,0.1,23.65,1,0.744,2,2,2.6
1051,3,2676,69.51,0.698,4,17.9,1,0.718,2,2,2.7
1052,3,2676.5,64.97,0.736,4.6,16,1,0.692,2,2,2.8
1053,3,2677,65.21,0.736,6.3,14.85,1,0.667,2,2,3
1054,3,2677.5,65.7,0.736,7.4,13.6,1,0.641,2,2,3.1
1055,3,2678,65.24,0.717,9,11.6,1,0.615,2,2,3.3
1056,3,2678.5,63.2,0.717,9.2,10.7,1,0.59,2,2,3.6
1057,3,2679,61.71,0.676,6.7,11.15,1,0.564,2,2,3.7
1058,3,2679.5,60.3,0.624,4.3,11.05,1,0.538,2,2,3.6
1059,3,2680,58.7,0.565,2.5,11.65,1,0.513,2,2,3.5
1060,3,2680.5,56.18,0.511,0.8,11.7,1,0.487,2,2,3.3
1061,3,2681,55.11,0.483,0.4,11.6,1,0.462,2,2,3
1062,3,2681.5,54.51,0.436,0.5,11.55,1,0.436,2,2,3
1063,3,2682,55.3,0.411,0.8,11.5,1,0.41,2,2,2.9
1064,3,2682.5,55.56,0.39,1.2,11.6,1,0.385,2,2,2.9
1065,3,2683,54.92,0.362,1.1,11.75,1,0.359,2,2,2.8
1066,3,2683.5,54.92,0.352,1,11.9,1,0.333,2,2,2.8
1067,3,2684,55.63,0.362,0.9,11.85,1,0.308,2,2,2.9
1068,3,2684.5,57.6,0.371,1,11.7,1,0.282,2,2,2.9
1069,3,2685,60.83,0.371,1.7,11.45,1,0.256,2,2,3
1070,3,2685.5,62.86,0.38,2.4,11.6,1,0.231,2,2,3.1
1071,3,2686,67.48,0.407,8.6,14.6,1,0.205,3,2,3.1
1072,3,2686.5,74.05,0.436,8.4,14.8,1,0.179,3,2,3.2
1073,3,2687,77.79,0.464,8.2,14.6,1,0.154,3,2,3.2
1074,3,2687.5,76.99,0.49,6.9,13.55,1,0.128,3,2,3.3
1075,3,2688,75.9,0.502,6.7,15.15,1,0.103,3,2,3.4
1076,3,2688.5,74.27,0.521,3.7,18.55,1,0.077,3,2,3.5
1077,3,2689,73.43,0.537,-1,21.9,1,0.051,3,2,3.6
1078,3,2689.5,64.68,0.633,-0.5,20.45,1,0.026,3,2,3.3
1079,2,2690,50.6,0.717,-0.2,16.1,2,1,8,2,3.4
1080,2,2690.5,39.67,0.792,-1.6,6.4,2,0.957,8,2,3.6
1081,2,2691,31.96,0.81,0.5,4.55,2,0.913,8,2,3.9
1082,2,2691.5,42.29,0.866,0.6,4.6,2,0.87,6,2,4.5
1083,2,2692,48.33,0.904,1.8,5.6,2,0.826,6,2,4.2
1084,2,2692.5,48.4,0.932,0.9,6.15,2,0.783,6,2,3.6
1085,2,2693,48.41,0.979,0.5,6.25,2,0.739,6,2,3.4
1086,2,2693.5,46.41,1.007,-0.2,5.9,2,0.696,6,2,3.5
1087,2,2694,44.36,1.025,-0.7,5.45,2,0.652,8,2,3.6
1088,2,2694.5,39.15,1.053,-0.2,4.4,2,0.609,8,2,3.8
1089,2,2695,36.7,1.072,0.7,3.25,2,0.565,6,2,4.1
1090,2,2695.5,36.01,1.1,0.5,3.05,2,0.522,6,2,4.7
1091,2,2696,37.9,1.119,0.8,3.3,2,0.478,6,2,4.9
1092,2,2696.5,40.44,1.119,1.4,3.6,2,0.435,6,2,4.7
1093,2,2697,43.51,1.128,1.7,3.75,2,0.391,6,2,4.5
1094,2,2697.5,44.73,1.119,1.8,3.9,2,0.348,6,2,4.3
1095,2,2698,52.29,1.119,1.9,4.25,2,0.304,6,2,4.2
1096,2,2698.5,57.68,1.095,2.9,5.35,2,0.261,6,2,4.3
1097,2,2699,55.66,1.063,2.6,5.3,2,0.217,8,2,4.5
1098,2,2699.5,51.65,1.044,1.7,4.35,2,0.174,8,2,4.6
1099,2,2700,48.58,0.894,1.2,3.4,2,0.13,8,2,4.6
1100,2,2700.5,52.53,0.82,0.8,3.5,2,0.087,8,2,4.5
1101,2,2701,63.83,0.727,2.4,4.9,2,0.043,8,2,4.1
1102,5,2701.5,73.93,0.661,2.5,9.95,1,1,3,2,3.6
1103,5,2702,82.15,0.623,5.9,12.95,1,0.957,3,2,3.2
1104,5,2702.5,79.86,0.586,7.5,14.05,1,0.913,2,2,3.1
1105,5,2703,75.71,0.567,6.6,13.5,1,0.87,2,2,3.1
1106,5,2703.5,70.41,0.567,7,11,1,0.826,2,2,3.2
